Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
221303,ATHOL MEMORIAL HOSPITAL,2033 MAIN STREET,ATHOL,MA,"AAA01331",WORCESTER,(978) 249-3511,Critical Access Hospitals,Voluntary non-profit - Private,true,NULL,3,NULL,0,NULL,NULL,5,0,NULL,NULL,16,NULL,5,0,NULL,0,NULL,POINT (-72.208748 42.586273)
231332,BRONSON LAKEVIEW HOSPITAL,408 HAZEN STREET,PAW PAW,MI,"AAA49079",VAN BUREN,(269) 657-1400,Critical Access Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,NULL,5,0,NULL,1,NULL,NULL,5,0,NULL,0,NULL,POINT (-85.898014 42.221036)
140307,METRO-EAST SERVICES INC,1404 CROSS STREET,SHILOH,IL,"AAA62269",ST. CLAIR,(618) 607-1000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,-1,NULL,1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,POINT (-89.90689 38.572559)
180078,PAUL B HALL REGIONAL MEDICAL CENTER,625 JAMES S TRIMBLE BOULEVARD,PAINTSVILLE,KY,"AAA41240",JOHNSON,(606) 789-3511,Acute Care Hospitals,Proprietary,true,true,1,NULL,0,NULL,NULL,5,-1,NULL,-1,NULL,0,NULL,0,NULL,0,NULL,POINT (-82.812803 37.815015)
170009,SAINT JOHN HOSPITAL,3500 SOUTH 4TH STREET,LEAVENWORTH,KS,"AAA66048",LEAVENWORTH,(913) 680-6000,Acute Care Hospitals,Voluntary non-profit - Other,true,true,4,NULL,0,NULL,NULL,5,-1,NULL,1,NULL,0,NULL,1,NULL,NULL,5,POINT (-94.903472 39.283683)
100131,AVENTURA HOSPITAL AND MEDICAL CENTER,20900 BISCAYNE BLVD,AVENTURA,FL,"AAA33180",MIAMI-DADE,(305) 682-7000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,NULL,1,NULL,-1,NULL,-1,NULL,-1,NULL,0,NULL,0,NULL,0,NULL,POINT (-80.144257 25.969859)
330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,75 BEEKMAN STREET,PLATTSBURGH,NY,"AAA12901",CLINTON,(518) 562-7767,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,0,NULL,0,NULL,1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-73.466647 44.700122)
100242,GULF COAST REGIONAL MEDICAL CENTER,449 W 23RD ST,PANAMA CITY,FL,"AAA32405",BAY,(850) 769-8341,Acute Care Hospitals,Proprietary,true,true,2,NULL,0,NULL,-1,NULL,-1,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-85.666124 30.189682)
130014,WEST VALLEY MEDICAL CENTER,1717 ARLINGTON STREET,CALDWELL,ID,"AAA83605",CANYON,(208) 459-4641,Acute Care Hospitals,Proprietary,true,true,4,NULL,0,NULL,1,NULL,1,NULL,0,NULL,0,NULL,1,NULL,0,NULL,POINT (-116.69564 43.65422)
451387,UVALDE MEMORIAL HOSPITAL,1025 GARNER FIELD ROAD,UVALDE,TX,"AAA78801",UVALDE,(830) 278-6251,Critical Access Hospitals,Government - Hospital District or Authority,true,true,4,NULL,0,NULL,NULL,16,0,NULL,1,NULL,0,NULL,1,NULL,-1,NULL,POINT (-NULL.768668 29.215126)
100105,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,1000 36TH ST,VERO BEACH,FL,"AAA32960",INDIAN RIVER,(772) 567-4311,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,1,NULL,1,NULL,-1,NULL,0,NULL,-1,NULL,-1,NULL,POINT (-80.396876 27.658443)
450210,UT HEALTH EAST TEXAS CARTHAGE HOSPITAL,409 COTTAGE RD,CARTHAGE,TX,"AAA75633",PANOLA,(093) 693-3841,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,NULL,0,NULL,NULL,5,-1,NULL,NULL,16,0,NULL,1,NULL,0,NULL,POINT (-94.346039 32.167126)
061311,SOUTHEAST COLORADO HOSPITAL,373 E TENTH AVE,SPRINGFIELD,CO,"AAA81073",BACA,(719) 523-4501,Critical Access Hospitals,Government - Hospital District or Authority,true,true,NULL,16,NULL,5,NULL,16,0,NULL,NULL,16,NULL,5,1,NULL,NULL,5,POINT (-102.612423 37.404165)
110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,"AAA30342",FULTON,(678) 843-5720,Acute Care Hospitals,Voluntary non-profit - Private,true,NULL,4,NULL,1,NULL,1,NULL,0,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,POINT (-84.35182 33.908634)
234043,CEDAR CREEK HOSPITAL,101 WEST TOWNSEND ROAD,SAINT JOHNS,MI,"AAA48879",CLINTON,(989) 403-6022,Psychiatric,Proprietary,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-84.559228 42.986905)
370020,MERCY HOSPITAL ADA,430 NORTH MONTE VISTA,ADA,OK,"AAA74820",PONTOTOC,(580) 332-2323,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,POINT (-96.634813 34.778068)
260200,SSM HEALTH SAINT JOSEPH HOSPITAL-LAKE SAINT LOUIS,100 MEDICAL PLAZA,LAKE SAINT LOUIS,MO,"AAA63367",ST. CHARLES,(636) 625-5200,Acute Care Hospitals,Voluntary non-profit - Church,true,true,4,NULL,1,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,POINT (-90.774423 38.803742)
084005,SUN BEHAVIORAL DELAWARE LLC,21655 BIDEN AVENUE,GEORGETOWN,DE,1NULL47,SUSSEX,(302) 448-8415,Psychiatric,Proprietary,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-75.406604 38.6NULL156)
140181,SOUTH SHORE HOSPITAL,8012 SOUTH CRANDON AVENUE,CHICAGO,IL,"AAA60617",COOK,(773) 356-5000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,NULL,0,NULL,0,NULL,-1,NULL,NULL,16,-1,NULL,-1,NULL,NULL,5,POINT (-87.568623 41.749496)
390267,FORBES HOSPITAL,2570 HAYMAKER ROAD,MONROEVILLE,PA,"AAA15146",ALLEGHENY,(412) 858-2000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,1,NULL,-1,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-79.751254 40.428425)
244011,COMMUNITY BEHAVIORAL HEALTH HOSPITAL ANNANDALE,400 ANNANDALE BOULEVARD,ANNANDALE,MN,"AAA55302",WRIGHT,(651) 259-3850,Psychiatric,Government - State,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-94.101386 45.254576)
270089,BIG SKY MEDICAL CENTER,334 TOWN CENTER AVE,BIG SKY,MT,"AAA59716",GALLATIN,(406) NULL5-6NULL5,Acute Care Hospitals,Voluntary non-profit - Private,true,true,NULL,16,NULL,16,NULL,5,NULL,16,NULL,16,0,NULL,0,NULL,NULL,16,POINT (-111.300738 45.2608)
390150,WASHINGTON HEALTH SYSTEM GREENE,350 BONAR AVENUE,WAYNESBURG,PA,"AAA15370",GREENE,(724) 627-2602,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,NULL,5,0,NULL,0,NULL,0,NULL,1,NULL,0,NULL,POINT (-80.173929 39.900605)
220105,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,MA,"AAA01890",MIDDLESEX,(781) 729-9000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,1,NULL,1,NULL,-1,NULL,1,NULL,0,NULL,-1,NULL,1,NULL,POINT (-71.121408 42.465496)
104016,RIVER POINT BEHAVIORAL HEALTH,6300 BEACH BLVD,JACKSONVILLE,FL,"AAA32216",DUVAL,(904) 724-9202,Psychiatric,Proprietary,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-81.596565 30.290943)
360210,GRADY MEMORIAL HOSPITAL,561 WEST CENTRAL AVENUE,DELAWARE,OH,"AAA43015",DELAWARE,(740) 368-5145,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,1,NULL,1,NULL,0,NULL,0,NULL,1,NULL,0,NULL,POINT (-83.088726 40.306009)
070003,DAY KIMBALL HOSPITAL,320 POMFRET STREET,PUTNAM,CT,"AAA06260",WINDHAM,(860) 928-6541,Acute Care Hospitals,Voluntary non-profit - Private,true,NULL,3,NULL,0,NULL,0,NULL,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,POINT (-71.914692 41.907746)
104079,LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SRVS,1201 N 37TH AVE,HOLLYWOOD,FL,"AAA33021",BROWARD,(954) 962-1355,Psychiatric,Proprietary,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-80.180879 26.020917)
100230,MEMORIAL HOSPITAL PEMBROKE,7800 SHERIDAN ST,PEMBROKE PINES,FL,"AAA33024",BROWARD,(954) 962-9650,Acute Care Hospitals,Government - Hospital District or Authority,true,true,4,NULL,0,NULL,-1,NULL,0,NULL,1,NULL,0,NULL,0,NULL,0,NULL,POINT (-80.24612 26.030929)
241367,FIRSTLIGHT HEALTH SYSTEM,301 SOUTH HIGHWAY 65,MORA,MN,"AAA55051",KANABEC,(320) 679-1212,Critical Access Hospitals,Government - Local,true,true,4,NULL,0,NULL,NULL,5,0,NULL,1,NULL,NULL,5,0,NULL,NULL,5,POINT (-93.28NULL55 45.87339)
150146,PARKVIEW NOBLE HOSPITAL,401 SAWYER RD,KENDALLVILLE,IN,"AAA46755",NOBLE,(260) 347-8700,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,1,NULL,1,NULL,1,NULL,0,NULL,1,NULL,0,NULL,POINT (-85.29478 41.448459)
250069,RUSH FOUNDATION HOSPITAL,1314 19TH AVE,MERIDIAN,MS,"AAA39301",LAUDERDALE,(601) 483-0011,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,NULL,-1,NULL,-1,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,-1,NULL,POINT (-88.697779 32.370664)
381304,SOUTHERN COOS HOSPITAL & HEALTH CENTER,900 11TH STREET SE,BANDON,OR,"AAA97411",COOS,(541) 347-2426,Critical Access Hospitals,Government - Hospital District or Authority,true,true,NULL,16,NULL,5,NULL,16,-1,NULL,NULL,16,NULL,16,NULL,16,NULL,5,POINT (-124.402426 43.113244)
450011,ST JOSEPH REGIONAL HEALTH CENTER,2801 FRANCISCAN DR,BRYAN,TX,"AAA77802",BRAZOS,(979) 776-3912,Acute Care Hospitals,Voluntary non-profit - Private,false,true,4,NULL,0,NULL,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,POINT (-96.347638 30.655526)
500151,ST ANTHONY HOSPITAL,11567 CANTERWOOD BOULEVARD NW,GIG HARBOR,WA,"AAA98332",PIERCE,(253) 530-2050,Acute Care Hospitals,Voluntary non-profit - Church,true,true,5,NULL,0,NULL,1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,POINT (-122.615063 47.365033)
490117,CARILION TAZEWELL COMMUNITY HOSPITAL,388 BEN BOLT AVENUE,TAZEWELL,VA,"AAA24651",TAZEWELL,(276) 988-8700,Acute Care Hospitals,Voluntary non-profit - Other,true,true,3,NULL,0,NULL,NULL,5,-1,NULL,NULL,16,0,NULL,0,NULL,0,NULL
140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,4440 W 95TH STREET,OAK LAWN,IL,"AAA60453",COOK,(708) 684-8000,Acute Care Hospitals,Voluntary non-profit - Church,true,true,2,NULL,1,NULL,-1,NULL,-1,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-87.732364 41.720316)
154018,RICHMOND STATE HOSPITAL,498 NW 18TH ST,RICHMOND,IN,"AAA47374",WAYNE,(765) 966-0511,Psychiatric,Proprietary,true,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-84.926845 39.835192)
224031,CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,830 COUNTY ROAD,POCASSET,MA,"AAA02559",BARNSTABLE,(508) 563-2276,Psychiatric,Government - State,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-70.600844 41.689318)
131324,LOST RIVERS MEDICAL CENTER,551 HIGHLAND DRIVE,ARCO,ID,"AAA83213",BUTTE,(208) 252-7654,Critical Access Hospitals,Government - Hospital District or Authority,true,NULL,NULL,16,NULL,16,NULL,16,NULL,16,NULL,16,NULL,16,1,NULL,NULL,5,POINT (-113.296253 43.640552)
441322,HOUSTON COUNTY COMMUNITY HOSPITAL,5001 EAST MAIN STREET,ERIN,TN,"AAA37061",HOUSTON,(931) 289-4211,Critical Access Hospitals,Government - Local,true,NULL,NULL,16,NULL,16,NULL,16,NULL,16,NULL,16,NULL,16,NULL,5,NULL,16,POINT (-87.689193 36.319516)
450102,CHRISTUS MOTHER FRANCES HOSPITAL,800 EAST DAWSON,TYLER,TX,"AAA75701",SMITH,(903) 593-8441,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,NULL,0,NULL,1,NULL,1,NULL,1,NULL,0,NULL,0,NULL,-1,NULL,POINT (-95.290915 32.3417)
044022,CONWAY BEHAVIORAL HEALTH,2255 STURGIS ROAD,CONWAY,AR,"AAA72034",FAULKNER,(501) 205-0011,Psychiatric,Proprietary,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19
040153,WADLEY REGIONAL MEDICAL CENTER AT HOPE,2001 SOUTH MAIN,HOPE,AR,"AAA71801",HEMPSTEAD,(870) 722-3800,Acute Care Hospitals,Proprietary,true,true,3,NULL,0,NULL,NULL,5,-1,NULL,NULL,16,0,NULL,1,NULL,NULL,5,POINT (-93.587052 33.648008)
110164,COLISEUM MEDICAL CENTERS,350 HOSPITAL DRIVE,MACON,GA,"AAA31217",BIBB,(478) 765-7000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,1,NULL,-1,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-83.62027 32.847315)
100047,BAYFRONT HEALTH PUNTA GORDA,809 E MARION AVE,PUNTA GORDA,FL,"AAA33950",CHARLOTTE,(941) 639-3131,Acute Care Hospitals,Proprietary,true,true,1,NULL,0,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,1,NULL,0,NULL,POINT (-82.041788 26.940682)
0500NULL,SAN ANTONIO REGIONAL HOSPITAL,NULL9 SAN BERNARDINO ROAD,UPLAND,CA,"AAA91786",SAN BERNARDINO,(714) 985-2811,Acute Care Hospitals,Voluntary non-profit - Other,true,true,2,NULL,1,NULL,-1,NULL,-1,NULL,-1,NULL,0,NULL,-1,NULL,-1,NULL,POINT (-117.636862 34.101079)
490038,SMYTH COUNTY COMMUNITY HOSPITAL,245 MEDICAL PARK DRIVE,MARION,VA,"AAA24354",SMYTH,(276) 378-1000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,0,NULL,1,NULL,0,NULL,0,NULL,1,NULL,0,NULL,POINT (-81.489801 36.850466)
450856,SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,18600 NORTH HARDY OAK BLVD,SAN ANTONIO,TX,"AAA78258",BEXAR,(210) 404-0800,Acute Care Hospitals,Government - Hospital District or Authority,true,true,NULL,16,NULL,16,NULL,5,NULL,5,1,NULL,NULL,5,NULL,5,NULL,16,POINT (-98.478493 29.613207)
151331,HARRISON COUNTY HOSPITAL,1141 HOSPITAL DR NW,CORYDON,IN,"AAA47112",HARRISON,(812) 738-4251,Critical Access Hospitals,Government - Local,true,true,3,NULL,0,NULL,NULL,5,-1,NULL,1,NULL,0,NULL,1,NULL,-1,NULL,POINT (-86.14774 38.23898)
060124,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,11650 WEST 2ND PLACE,LAKEWOOD,CO,"AAA80228",JEFFERSON,(720) 321-5000,Acute Care Hospitals,Proprietary,true,NULL,NULL,16,NULL,16,NULL,5,NULL,5,1,NULL,NULL,5,NULL,16,NULL,16,POINT (-105.128441 39.717952)
500077,PROVIDENCE HOLY FAMILY HOSPITAL,5633 NORTH LIDGERWOOD,SPOKANE,WA,NULL208,SPOKANE,(509) 482-2450,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,-1,NULL,0,NULL,1,NULL,-1,NULL,-1,NULL,-1,NULL,1,NULL,POINT (-117.405904 47.709751)
503300,SEATTLE CHILDREN'S HOSPITAL,"4800 SAND POINT WAY NE, PO BOX C-5371",SEATTLE,WA,"AAA98105",KING,(206) 987-2000,Childrens,Voluntary non-profit - Private,true,NULL,NULL,5,NULL,5,NULL,5,NULL,5,NULL,5,NULL,5,NULL,5,NULL,5,POINT (-122.283169 47.664504)
111333,JEFF DAVIS HOSPITAL,163 SOUTH TALLAHASSEE STREET,HAZLEHURST,GA,"AAA31539",JEFF DAVIS,(912) 375-7781,Critical Access Hospitals,Government - Hospital District or Authority,true,NULL,3,NULL,NULL,5,NULL,16,0,NULL,NULL,16,NULL,5,0,NULL,0,NULL,POINT (-82.607397 31.857893)
010055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,AL,"AAA36305",HOUSTON,(334) 793-5000,Acute Care Hospitals,Proprietary,true,true,3,NULL,-1,NULL,1,NULL,0,NULL,0,NULL,1,NULL,0,NULL,0,NULL,POINT (-85.457937 31.235NULL1)
161338,MERCYONE OELWEIN MEDICAL CENTER,201 EIGHTH AVENUE SE,OELWEIN,IA,"AAA50662",FAYETTE,(319) 283-6000,Critical Access Hospitals,Voluntary non-profit - Church,true,true,NULL,16,NULL,5,NULL,16,NULL,5,NULL,16,NULL,5,NULL,5,NULL,5,POINT (-91.902613 42.675419)
201301,CHARLES A DEAN MEMORIAL HOSPITAL,PO BOX 1129,GREENVILLE,ME,"AAA04441",PISCATAQUIS,(207) 695-5200,Critical Access Hospitals,Voluntary non-profit - Private,false,true,NULL,16,NULL,16,NULL,5,0,NULL,NULL,16,NULL,5,NULL,5,0,NULL
010079,ATHENS LIMESTONE HOSPITAL,700 WEST MARKET STREET,ATHENS,AL,"AAA35611",LIMESTONE,(256) 233-9292,Acute Care Hospitals,Government - Hospital District or Authority,true,true,3,NULL,0,NULL,-1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,POINT (-86.977803 34.8034NULL)
124001,KAHI MOHALA,91-2301 FORT WEAVER ROAD,EWA BEACH,HI,"AAA96706",HONOLULU,(808) 671-8511,Psychiatric,Voluntary non-profit - Private,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-158.035058 21.373228)
050780,FOOTHILL REGIONAL MEDICAL CENTER,14662 NEWPORT AVE,TUSTIN,CA,"AAA92780",ORANGE,(714) 619-7700,Acute Care Hospitals,Proprietary,false,true,NULL,16,NULL,5,NULL,5,NULL,5,-1,NULL,NULL,5,0,NULL,NULL,16,POINT (-117.829485 33.730773)
201315,STEPHENS MEMORIAL HOSPITAL,181 MAIN STREET,NORWAY,ME,"AAA04268",OXFORD,(207) 743-5933,Critical Access Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,NULL,5,1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,POINT (-70.532978 44.209539)
030094,ABRAZO ARROWHEAD CAMPUS,18701 NORTH 67TH AVENUE,GLENDALE,AZ,"AAA85308",MARICOPA,(623) 561-1000,Acute Care Hospitals,Proprietary,true,true,2,NULL,0,NULL,-1,NULL,-1,NULL,-1,NULL,0,NULL,0,NULL,0,NULL,POINT (-112.202889 33.655042)
531313,STAR VALLEY MEDICAL CENTER,901 ADAMS STREET,AFTON,WY,"AAA83110",LINCOLN,(307) 885-5800,Critical Access Hospitals,Government - Hospital District or Authority,true,true,4,NULL,NULL,5,NULL,5,-1,NULL,1,NULL,NULL,5,0,NULL,0,NULL,POINT (-110.931461 42.71725)
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,"AAA07047",HUDSON,(201) 854-5000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,NULL,0,NULL,0,NULL,-1,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-73.NULL5765 40.794166)
150088,ST VINCENT ANDERSON REGIONAL HOSPITAL INC,2015 JACKSON ST,ANDERSON,IN,"AAA46016",MADISON,(765) 646-8373,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,0,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,0,NULL,POINT (-85.680467 40.096257)
431318,BOWDLE HOSPITAL - CAH,8001 W 5TH  POST OFFICE BOX 556,BOWDLE,SD,"AAA57428",EDMUNDS,(605) 285-6146,Critical Access Hospitals,Government - Local,true,true,NULL,16,NULL,16,NULL,16,NULL,16,NULL,16,NULL,5,NULL,5,NULL,5
170145,"COFFEYVILLE REGIONAL MEDICAL CENTER, INC",1400 W 4TH ST,COFFEYVILLE,KS,"AAA67337",MONTGOMERY,(620) 251-1200,Acute Care Hospitals,Government - Local,true,true,3,NULL,0,NULL,1,NULL,1,NULL,0,NULL,0,NULL,1,NULL,0,NULL,POINT (-95.638346 37.0403NULL)
083300,ALFRED I DUPONT HOSPITAL FOR CHILDREN,1600 ROCKLAND RD PO BOX 269,WILMINGTON,DE,198NULL,NEW CASTLE,(302) 651-4000,Childrens,Voluntary non-profit - Private,true,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-75.555239 39.782337)
050723,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1011 BALDWIN PARK BLVD,BALDWIN PARK,CA,"AAA91706",LOS ANGELES,(626) 851-1011,Acute Care Hospitals,Voluntary non-profit - Other,false,true,4,17,NULL,16,0,NULL,NULL,5,1,NULL,0,NULL,NULL,5,NULL,16,POINT (-117.984646 34.064642)
161328,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,235 8TH AVENUE WEST,CRESCO,IA,"AAA52136",HOWARD,(563) 547-2101,Critical Access Hospitals,Government - Local,true,true,NULL,16,NULL,5,NULL,16,NULL,5,NULL,16,NULL,5,0,NULL,NULL,5,POINT (-92.117764 43.381891)
050179,EMANUEL MEDICAL CENTER,825 DELBON AVE,TURLOCK,CA,"AAA95382",STANISLAUS,(209) 667-4200,Acute Care Hospitals,Voluntary non-profit - Church,true,true,1,NULL,-1,NULL,1,NULL,-1,NULL,-1,NULL,0,NULL,-1,NULL,1,NULL,POINT (-120.837491 37.510487)
150056,INDIANA UNIVERSITY HEALTH,1701 N SENATE BLVD,INDIANAPOLIS,IN,"AAA46202",MARION,(317) 962-5900,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,-1,NULL,1,NULL,POINT (-86.165259 39.790571)
360245,GLENBEIGH HEALTH SOURCES,2863 STATE ROUTE 45,ROCK CREEK,OH,"AAA44084",ASHTABULA,(440) 563-3400,Acute Care Hospitals,Voluntary non-profit - Private,false,NULL,NULL,16,NULL,16,0,NULL,NULL,5,NULL,16,NULL,5,NULL,16,NULL,16,POINT (-80.856723 41.672446)
044011,ARKANSAS STATE HOSPITAL,305 S PALM STREET,LITTLE ROCK,AR,"AAA72205",PULASKI,(501) 686-9000,Psychiatric,Government - State,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-92.325115 34.751129)
010139,BROOKWOOD BAPTIST MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,"AAA35209",JEFFERSON,(205) 877-1000,Acute Care Hospitals,Proprietary,true,true,3,NULL,0,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,0,NULL,-1,NULL,POINT (-86.77685 33.46291)
370149,SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,1102 W MACARTHUR,SHAWNEE,OK,"AAA74804",POTTAWATOMIE,(405) 878-8110,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,-1,NULL,0,NULL,0,NULL,1,NULL,0,NULL,1,NULL,-1,NULL,POINT (-96.937587 35.361768)
290057,HENDERSON HOSPITAL,1050 WEST GALLERIA DRIVE,HENDERSON,NV,"AAA89011",CLARK,(318) 290-4395,Acute Care Hospitals,Proprietary,true,true,3,NULL,0,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,-1,NULL,1,NULL
440176,INDIAN PATH COMMUNITY HOSPITAL,2000 BROOKSIDE DR,KINGSPORT,TN,"AAA37660",SULLIVAN,(423) 431-1941,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,-1,NULL,1,NULL,0,NULL,0,NULL,1,NULL,0,NULL,POINT (-82.517916 36.550686)
400013,HOSPITAL MENONITA DE CAYEY,BO. RINCON SECTOR LAS LOMAS  KM.3.1 CARR 14,CAYEY,PR,"AAA00737",CAYEY,(787) 535-1001,Acute Care Hospitals,Voluntary non-profit - Private,true,true,NULL,16,0,NULL,NULL,5,-1,NULL,NULL,16,NULL,5,NULL,5,NULL,16
370183,HILLCREST HOSPITAL HENRYETTA,2401 W MAIN,HENRYETTA,OK,"AAA74437",OKMULGEE,(918) 650-1511,Acute Care Hospitals,Proprietary,true,true,3,NULL,0,NULL,NULL,5,0,NULL,NULL,16,0,NULL,1,NULL,NULL,5,POINT (-96.015496 35.439738)
450539,COVENANT HOSPITAL PLAINVIEW,2601 DIMMITT RD,PLAINVIEW,TX,"AAA79072",HALE,(806) 296-5531,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,NULL,0,NULL,1,NULL,1,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,POINT (-101.731626 34.207214)
390185,LEHIGH VALLEY HOSPITAL - HAZLETON,700 EAST BROAD STREET,HAZLETON,PA,"AAA18201",LUZERNE,(570) 501-4000,Acute Care Hospitals,Government - Local,true,true,2,NULL,0,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,0,NULL,POINT (-75.963454 40.950464)
400130,HOSPITAL METROPOLITANO DE LA MONTANA,CALLE ISAAC GONZALEZ ESQUINA LEDESMA,BDA NUEVA,PR,"AAA00641",UTUADO,(787) 933-1100,Acute Care Hospitals,Proprietary,true,true,NULL,16,NULL,16,NULL,16,NULL,16,NULL,16,NULL,16,NULL,16,NULL,16
